sample;annotation
соленые натуко;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
соленые наттуров;[[0, 7, 'B-TYPE'], [8, 16, 'B-BRAND']]
соленые натуровоо;[[0, 7, 'B-TYPE'], [8, 17, 'B-BRAND']]
соленые окее;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
соломка lloren;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
соломка ккарава;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
соломка яшшки;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
соолт;[[0, 5, 'B-BRAND']]
сом мар;[[0, 3, 'B-TYPE'], [4, 7, 'B-BRAND']]
сом марит;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
сом маирна;[[0, 3, 'B-TYPE'], [4, 10, 'B-BRAND']]
сормовскиий;[[0, 11, 'B-BRAND']]
соса дзоровье;[[0, 4, 'B-TYPE'], [5, 13, 'B-BRAND']]
сседдушка трубочк;[[0, 9, 'B-BRAND'], [10, 17, 'B-TYPE']]
сосис. алмь;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
сосис. алмьа;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
сосис. свл;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND']]
сосис. воя;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND']]
сосис. экоо;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
сосиски ggeli;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
сосиски eglios;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
сосиски владиирский стандарт;[[0, 7, 'B-TYPE'], [8, 19, 'B-BRAND'], [20, 28, 'I-BRAND']]
сосиски домм бородина;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND'], [13, 21, 'I-BRAND']]
сосиски жжел;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
сосиски клниские;[[0, 7, 'B-TYPE'], [8, 16, 'B-BRAND']]
сосиски мяснлй дом;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND'], [15, 18, 'I-BRAND']]
сотсы remceo;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
соус besбwaay;[[0, 4, 'B-TYPE'], [5, 13, 'B-BRAND']]
соус дделик;[[0, 4, 'B-TYPE'], [5, 11, 'B-BRAND']]
соус делиеа;[[0, 4, 'B-TYPE'], [5, 11, 'B-BRAND']]
соуса schwartu;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
соусом ко;[[0, 6, 'B-TYPE'], [7, 9, 'B-BRAND']]
соусом котн;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
соусом контти;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
соусы абрии;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
соусы аабрик;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
созюпищепром бат;[[0, 12, 'B-BRAND'], [13, 16, 'B-TYPE']]
созюпищепром бато;[[0, 12, 'B-BRAND'], [13, 17, 'B-TYPE']]
спанеттш;[[0, 8, 'B-BRAND']]
спра;[[0, 4, 'B-BRAND']]
спеттана;[[0, 8, 'B-BRAND']]
спички оан;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND']]
спички воанва;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
спички феи;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND']]
ск;[[0, 2, 'B-BRAND']]
сплаь;[[0, 5, 'B-BRAND']]
сопртик;[[0, 7, 'B-BRAND']]
спред arll;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
спред ар;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
спред алра;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
спреды илко;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
спрей bgai;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
спрей gl;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
спрей juund;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
ырикерс;[[0, 7, 'B-BRAND']]
срочно whie;[[0, 6, 'O'], [7, 11, 'B-BRAND']]
ставривка;[[0, 9, 'B-BRAND']]
стакан borgonno;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
стакан borgnoov;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
стакан албири;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
стакан лабшрин;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND']]
стакана mdaer;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
стакана madrn;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
стакана ашабах;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
стакана пшаабахч;[[0, 7, 'B-TYPE'], [8, 16, 'B-BRAND']]
станичне;[[0, 8, 'B-BRAND']]
сстеви;[[0, 6, 'B-BRAND']]
стекломои idillan;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
стекломои idialnd;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
стекломои phnato;[[0, 9, 'B-TYPE'], [10, 16, 'B-BRAND']]
стекломои hantom;[[0, 9, 'B-TYPE'], [10, 16, 'B-BRAND']]
стекломои sapi;[[0, 9, 'B-TYPE'], [10, 14, 'B-BRAND']]
стекломои sapfiir;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
стекломой idla;[[0, 9, 'B-TYPE'], [10, 14, 'B-BRAND']]
стекломой idillan;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
стекломой idialnd;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
стекломой коммфор;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
стельки eeva;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
степлер inngb;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
степлер ningbbo;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
степлера icee;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
степлера proo;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
степлера prfo;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
степлеры berin;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
степлеры beerling;[[0, 8, 'B-TYPE'], [9, 17, 'B-BRAND']]
степлеры haatb;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
степлеры sponos;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND']]
степ н;[[0, 4, 'B-BRAND'], [5, 6, 'B-TYPE']]
стикер re;[[0, 6, 'B-TYPE'], [7, 9, 'B-BRAND']]
стиральный порошок ариэл;[[0, 10, 'B-TYPE'], [11, 18, 'I-TYPE'], [19, 24, 'B-BRAND']]
сстоличный;[[0, 10, 'B-BRAND']]
сстоличный салат;[[0, 10, 'B-BRAND'], [11, 16, 'B-TYPE']]
трайпс;[[0, 6, 'B-BRAND']]
страйспы;[[0, 8, 'B-BRAND']]
студень владсаалт;[[0, 7, 'B-TYPE'], [8, 17, 'B-BRAND']]
студень сызка;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
студень сызрнаь;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
студни абсолют(мсо;[[0, 6, 'B-TYPE'], [7, 18, 'B-BRAND']]
тэл;[[0, 3, 'B-BRAND']]
сэтлмас;[[0, 7, 'B-BRAND']]
сурае;[[0, 5, 'B-BRAND']]
сзарики;[[0, 7, 'B-BRAND']]
суздаальская;[[0, 12, 'B-BRAND']]
суздаьлское;[[0, 11, 'B-BRAND']]
сулугуни zorr;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
сулугуни zzork;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
сулугуни zorkka;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND']]
сулугуни киржчаски;[[0, 8, 'B-TYPE'], [9, 18, 'B-BRAND']]
сулугуни икржачский;[[0, 8, 'B-TYPE'], [9, 19, 'B-BRAND']]
сулугуни илко;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
сулугуни милов;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
сулугуни ча;[[0, 8, 'B-TYPE'], [9, 11, 'B-BRAND']]
сулугуни чабба;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
сумка coommodo;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
сумка rish;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
сумка grsihko;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
сумка sas;[[0, 5, 'B-TYPE'], [6, 9, 'B-BRAND']]
сумка зе;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
сумка зуни;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
сумка зеит;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
суер;[[0, 4, 'B-BRAND']]
суер контик;[[0, 4, 'B-BRAND'], [5, 11, 'I-BRAND']]
сусы гуран;[[0, 4, 'B-TYPE'], [5, 10, 'B-BRAND']]
суфле каара;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
суфле арат;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
суфле акрат+;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
сухари балааковохл;[[0, 6, 'B-TYPE'], [7, 18, 'B-BRAND']]
сухари балаковоле;[[0, 6, 'B-TYPE'], [7, 17, 'B-BRAND']]
сухари балаковоххлеб;[[0, 6, 'B-TYPE'], [7, 20, 'B-BRAND']]
сухари влахл;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
сухари владхеб;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND']]
сухарь оозб;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
сухарь оззби;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
сухая смесь magi;[[0, 5, 'B-TYPE'], [6, 11, 'I-TYPE'], [12, 16, 'B-BRAND']]
сухой корм для кошек пуршна;[[0, 5, 'B-TYPE'], [6, 10, 'I-TYPE'], [11, 14, 'O'], [15, 20, 'O'], [21, 27, 'B-BRAND']]
сухой корм чааппи;[[0, 5, 'B-TYPE'], [6, 10, 'I-TYPE'], [11, 17, 'B-BRAND']]
сушка lsak;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
сушка salko;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
сушка sakon;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
сушка вселс;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
сушки slavya;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
сушки slvayank;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
сыр nnatura;[[0, 3, 'B-TYPE'], [4, 11, 'B-BRAND']]
сыр белебеевскй классический;[[0, 3, 'B-TYPE'], [4, 15, 'B-BRAND'], [16, 28, 'I-BRAND']]
сыр брст литовского;[[0, 3, 'B-TYPE'], [4, 8, 'B-BRAND'], [9, 19, 'I-BRAND']]
сыр брст оитовск;[[0, 3, 'B-TYPE'], [4, 8, 'B-BRAND'], [9, 16, 'I-BRAND']]
сыр дуржба для супа;[[0, 3, 'B-TYPE'], [4, 10, 'B-BRAND'], [11, 14, 'O'], [15, 19, 'O']]
сыр копсая цена;[[0, 3, 'B-TYPE'], [4, 10, 'B-BRAND'], [11, 15, 'I-BRAND']]
сыр нтура сливочный;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND'], [10, 19, 'I-BRAND']]
сыр плавленный сыробогатоов;[[0, 3, 'B-TYPE'], [4, 14, 'I-TYPE'], [15, 27, 'B-BRAND']]
сыр плавленый hcohland;[[0, 3, 'B-TYPE'], [4, 13, 'I-TYPE'], [14, 22, 'B-BRAND']]
сыр плавленый дуржба;[[0, 3, 'B-TYPE'], [4, 13, 'I-TYPE'], [14, 20, 'B-BRAND']]
сыр президнет бри;[[0, 3, 'B-TYPE'], [4, 13, 'B-BRAND'], [14, 17, 'I-BRAND']]
сыр творожный vioo;[[0, 3, 'B-TYPE'], [4, 13, 'I-TYPE'], [14, 18, 'B-BRAND']]
сыр творожный филдаельфия;[[0, 3, 'B-TYPE'], [4, 13, 'I-TYPE'], [14, 25, 'B-BRAND']]
сыр творожный оххланд;[[0, 3, 'B-TYPE'], [4, 13, 'I-TYPE'], [14, 21, 'B-BRAND']]
сырники миратл;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
сырники миратро;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
сырнички нниколь;[[0, 8, 'B-TYPE'], [9, 16, 'B-BRAND']]
сырнички нкиольс;[[0, 8, 'B-TYPE'], [9, 16, 'B-BRAND']]
сырнички ратимм;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND']]
сырнички ртаими;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND']]
сырнички рестоир;[[0, 8, 'B-TYPE'], [9, 16, 'B-BRAND']]
сырнички сытое;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
сырнички стыоедо;[[0, 8, 'B-TYPE'], [9, 16, 'B-BRAND']]
сырнички сытоедоов;[[0, 8, 'B-TYPE'], [9, 18, 'B-BRAND']]
сырнички элиик;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
сырнички эллика;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND']]
сыровяленная пит-подук;[[0, 12, 'B-TYPE'], [13, 22, 'B-BRAND']]
сыровяленная цраицын;[[0, 12, 'B-TYPE'], [13, 20, 'B-BRAND']]
сыровяленые черкизоввск;[[0, 11, 'B-TYPE'], [12, 23, 'B-BRAND']]
сыровяленые черкизоовски;[[0, 11, 'B-TYPE'], [12, 24, 'B-BRAND']]
сыровяленые еркизовский;[[0, 11, 'B-TYPE'], [12, 23, 'B-BRAND']]
сырок творожный росагрокомпдекс;[[0, 5, 'B-TYPE'], [6, 15, 'I-TYPE'], [16, 31, 'B-BRAND']]
сырок творожный творообушки;[[0, 5, 'B-TYPE'], [6, 15, 'I-TYPE'], [16, 27, 'B-BRAND']]
сырокопчена сотличн;[[0, 11, 'B-TYPE'], [12, 19, 'B-BRAND']]
сырокопчена столичан;[[0, 11, 'B-TYPE'], [12, 20, 'B-BRAND']]
сырокопчена стодичная;[[0, 11, 'B-TYPE'], [12, 21, 'B-BRAND']]
сырокопченая ifal;[[0, 12, 'B-TYPE'], [13, 17, 'B-BRAND']]
сырокопченые асссорти;[[0, 12, 'B-TYPE'], [13, 21, 'B-BRAND']]
сырокопченые липецккомпелк;[[0, 12, 'B-TYPE'], [13, 26, 'B-BRAND']]
сырокопченых анкк;[[0, 12, 'B-TYPE'], [13, 17, 'B-BRAND']]
сырокопченых нако;[[0, 12, 'B-TYPE'], [13, 17, 'B-BRAND']]
сырокопченых аком;[[0, 12, 'B-TYPE'], [13, 17, 'B-BRAND']]
таб. wintson;[[0, 4, 'B-TYPE'], [5, 12, 'B-BRAND']]
табак winst;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
тарв шп;[[0, 4, 'B-BRAND'], [5, 7, 'B-TYPE']]
тарв шпи;[[0, 4, 'B-BRAND'], [5, 8, 'B-TYPE']]
тавршя шп;[[0, 6, 'B-BRAND'], [7, 9, 'B-TYPE']]
тавршя шпи;[[0, 6, 'B-BRAND'], [7, 10, 'B-TYPE']]
таз полмерб;[[0, 3, 'B-TYPE'], [4, 11, 'B-BRAND']]
таз полимебы;[[0, 3, 'B-TYPE'], [4, 12, 'B-BRAND']]
таз полмербыт;[[0, 3, 'B-TYPE'], [4, 13, 'B-BRAND']]
тазы хаусмаан;[[0, 4, 'B-TYPE'], [5, 13, 'B-BRAND']]
талицке;[[0, 7, 'B-BRAND']]
тмбовский;[[0, 9, 'B-BRAND']]
тан милов;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
тан сввитлогорь;[[0, 3, 'B-TYPE'], [4, 15, 'B-BRAND']]
тан си;[[0, 3, 'B-TYPE'], [4, 6, 'B-BRAND']]
тан итн;[[0, 3, 'B-TYPE'], [4, 7, 'B-BRAND']]
тан цраицын;[[0, 3, 'B-TYPE'], [4, 11, 'B-BRAND']]
тан цфрицыно;[[0, 3, 'B-TYPE'], [4, 12, 'B-BRAND']]
тарелки chamlee;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
тарелки chameleoon;[[0, 7, 'B-TYPE'], [8, 18, 'B-BRAND']]
тарелки helri;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
тарелки hrlitz;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
тарелки lumin;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
тарелки дн;[[0, 7, 'B-TYPE'], [8, 10, 'B-BRAND']]
тарелки днюи;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
тартниа;[[0, 7, 'B-BRAND']]
трханская;[[0, 9, 'B-BRAND']]
твердый am;[[0, 7, 'B-TYPE'], [8, 10, 'B-BRAND']]
твердый caa;[[0, 7, 'B-TYPE'], [8, 11, 'B-BRAND']]
твердый doni;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
твердый eonic;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
твердый doov;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
твердый gillet;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
тист;[[0, 4, 'B-BRAND']]
творог б.ю.александор;[[0, 6, 'B-TYPE'], [7, 21, 'B-BRAND']]
творог зерненый савушкн;[[0, 6, 'B-TYPE'], [7, 15, 'I-TYPE'], [16, 23, 'B-BRAND']]
творог ииван поддубный;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND'], [13, 22, 'I-BRAND']]
творог шскрене ваш;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND'], [15, 18, 'I-BRAND']]
творог мля цена;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND'], [11, 15, 'I-BRAND']]
творог ромшкино;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
творог сернурсск;[[0, 6, 'B-TYPE'], [7, 16, 'B-BRAND']]
творог сернурксий;[[0, 6, 'B-TYPE'], [7, 17, 'B-BRAND']]
творог сершыевск;[[0, 6, 'B-TYPE'], [7, 16, 'B-BRAND']]
творог серышеввски;[[0, 6, 'B-TYPE'], [7, 18, 'B-BRAND']]
творог станыя молочная;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND'], [14, 22, 'I-BRAND']]
творожок аама лама;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND'], [14, 18, 'I-BRAND']]
тебе tafft;[[0, 4, 'O'], [5, 10, 'B-BRAND']]
тебе абрко;[[0, 4, 'O'], [5, 10, 'B-BRAND']]
тебе агромясоппром;[[0, 4, 'O'], [5, 18, 'B-BRAND']]
тебе теммп;[[0, 4, 'O'], [5, 10, 'B-BRAND']]
тлец ветчи;[[0, 4, 'B-BRAND'], [5, 10, 'B-TYPE']]
тлец ветчин;[[0, 4, 'B-BRAND'], [5, 11, 'B-TYPE']]
теммп шпикач;[[0, 5, 'B-BRAND'], [6, 12, 'B-TYPE']]
термоос;[[0, 7, 'B-BRAND']]
тетради зеит;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
тетрадь лльден;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
тетрадь ольедна;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
тие так;[[0, 3, 'B-BRAND'], [4, 7, 'I-BRAND']]
тикс;[[0, 4, 'B-BRAND']]
тимашевсая;[[0, 10, 'B-BRAND']]
тиродь;[[0, 6, 'B-BRAND']]
тмин cyokr;[[0, 4, 'B-TYPE'], [5, 10, 'B-BRAND']]
тмин ммэт;[[0, 4, 'B-TYPE'], [5, 9, 'B-BRAND']]
толстовки фоква;[[0, 9, 'B-TYPE'], [10, 15, 'B-BRAND']]
толстовки фоврар;[[0, 9, 'B-TYPE'], [10, 16, 'B-BRAND']]
толстовки форварв;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
томат os;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
томат ос;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
томатная паста абйсад;[[0, 8, 'B-TYPE'], [9, 14, 'I-TYPE'], [15, 21, 'B-BRAND']]
томаты флааменко сливов;[[0, 6, 'B-TYPE'], [7, 16, 'B-BRAND'], [17, 23, 'I-BRAND']]
топленное вкуыня;[[0, 9, 'B-TYPE'], [10, 16, 'B-BRAND']]
топленное вккусняе;[[0, 9, 'B-TYPE'], [10, 18, 'B-BRAND']]
топленное вкусняевв;[[0, 9, 'B-TYPE'], [10, 19, 'B-BRAND']]
топленное воджаноч;[[0, 9, 'B-TYPE'], [10, 18, 'B-BRAND']]
топленное волжанокч;[[0, 9, 'B-TYPE'], [10, 19, 'B-BRAND']]
топленное даренак;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
топленное ра;[[0, 9, 'B-TYPE'], [10, 12, 'B-BRAND']]
топленное камо;[[0, 9, 'B-TYPE'], [10, 14, 'B-BRAND']]
топленное раммоз;[[0, 9, 'B-TYPE'], [10, 16, 'B-BRAND']]
топленное ттоммоло;[[0, 9, 'B-TYPE'], [10, 18, 'B-BRAND']]
топленное тмомолок;[[0, 9, 'B-TYPE'], [10, 18, 'B-BRAND']]
топленное ьоммолоко;[[0, 9, 'B-TYPE'], [10, 19, 'B-BRAND']]
топленое пестраав;[[0, 8, 'B-TYPE'], [9, 17, 'B-BRAND']]
топленое ппестравк;[[0, 8, 'B-TYPE'], [9, 18, 'B-BRAND']]
токгадо;[[0, 7, 'B-BRAND']]
торт алььтервест;[[0, 4, 'B-TYPE'], [5, 16, 'B-BRAND']]
торт торртугали;[[0, 4, 'B-TYPE'], [5, 15, 'B-BRAND']]
торта se;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
торти carr;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
торти гурам;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
тортик арл;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND']]
тортик шрали;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
торты хе;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
тоыкана;[[0, 7, 'B-BRAND']]
тостер brau;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
тостер ma;[[0, 6, 'B-TYPE'], [7, 9, 'B-BRAND']]
тостер vvigo;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
тостер vigo;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
тостеры moulie;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
ртапеза тимь;[[0, 7, 'B-BRAND'], [8, 12, 'B-TYPE']]
треска pnigv;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
треска ppingvi;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND']]
треска pingvvin;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
трески aagm;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
трески ffish;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
трески флип;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
трески флипепр;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND']]
три;[[0, 3, 'B-BRAND']]
трубочка белчо;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
трубочка бедочк;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND']]
трубочка дмитковск;[[0, 8, 'B-TYPE'], [9, 18, 'B-BRAND']]
трубочка ддмитровски;[[0, 8, 'B-TYPE'], [9, 20, 'B-BRAND']]
трубочка оклиб;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
трубочка коолибр;[[0, 8, 'B-TYPE'], [9, 16, 'B-BRAND']]
трубочка лшм;[[0, 8, 'B-TYPE'], [9, 12, 'B-BRAND']]
трусики huggi;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
трусики llovul;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
трусики llovula;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
трусики louvlar;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
трусики amra;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
трусики меир;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
трусики мрис;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
трусы cscat;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
трусы casatt;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
трусы incaant;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
трусы инкна;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
трусы икнант;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
тряпки ri;[[0, 6, 'B-TYPE'], [7, 9, 'B-BRAND']]
тряпки tpoper;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
тряпки opperr;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
тряпок hhit;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
туалетная бумага нбаережные челны;[[0, 9, 'B-TYPE'], [10, 16, 'I-TYPE'], [17, 27, 'B-BRAND'], [28, 33, 'I-BRAND']]
туалетная бумага челлнинская;[[0, 9, 'B-TYPE'], [10, 16, 'I-TYPE'], [17, 28, 'B-BRAND']]
туульское;[[0, 9, 'B-BRAND']]
тк лепешки;[[0, 2, 'B-BRAND'], [3, 10, 'B-TYPE']]
ттысяча озер легкий;[[0, 7, 'B-BRAND'], [8, 12, 'I-BRAND'], [13, 19, 'B-TYPE']]
ьёма йогурт питьевой;[[0, 4, 'B-BRAND'], [5, 11, 'B-TYPE'], [12, 20, 'I-TYPE']]
удлинители enr;[[0, 10, 'B-TYPE'], [11, 14, 'B-BRAND']]
удлинители sonen;[[0, 10, 'B-TYPE'], [11, 16, 'B-BRAND']]
удлинители osnnen;[[0, 10, 'B-TYPE'], [11, 17, 'B-BRAND']]
удлинители каемлион;[[0, 10, 'B-TYPE'], [11, 19, 'B-BRAND']]
удлинитель jzzw;[[0, 10, 'B-TYPE'], [11, 15, 'B-BRAND']]
удлинитель jazwzay;[[0, 10, 'B-TYPE'], [11, 18, 'B-BRAND']]
удлинитель ккосм;[[0, 10, 'B-TYPE'], [11, 16, 'B-BRAND']]
удлинитель космоо;[[0, 10, 'B-TYPE'], [11, 17, 'B-BRAND']]
укроп ресток;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
укропа инад;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
укропа инан;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
уксус hherbin;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
уксус herbbina;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
